firm_id,year,post,treat,firm_size,sector,region,mh_plan,mh_champion,mh_budget,leadership_support,digital_tool,hybrid_policy,sick_days,presenteeism_flag,turnover_rate,productivity_per_employee,well_being_index,engagement_index,life_satisfaction
100213,2022,1,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,1,2.65,0.0,18.83,78.93,58.02,54.33,7.11
100214,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,1,2.5,0.0,14.67,58.94,57.69,53.58,6.83
100215,2022,1,0,Small,Construction,Southern,0,0,0,0,0,0,2.37,0.0,14.12,74.94,62.75,51.79,6.8
100216,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,2.81,1.0,16.74,92.08,59.75,56.08,7.26
100217,2022,1,1,Small,Other Services,Eastern & Midlands,1,1,0,1,1,0,2.48,0.0,11.36,103.54,60.16,56.51,7.55
100218,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,2.71,0.0,16.54,86.59,58.41,54.44,7.19
100219,2022,1,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,3.3,0.0,18.14,82.35,60.46,51.12,7.21
100220,2022,1,0,Small,Business Services,Northern & Western,0,0,0,0,0,0,2.94,0.0,15.45,86.59,59.43,56.76,6.86
100221,2022,1,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,2.74,0.0,13.47,77.17,56.38,57.32,7.14
100222,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,0,2.69,1.0,12.11,84.93,58.73,57.35,7.33
100223,2022,1,1,Medium,Production,Eastern & Midlands,1,0,1,0,1,1,2.61,0.0,14.31,95.36,64.01,59.11,7.29
100224,2022,1,1,Small,Hospitality,Northern & Western,0,1,1,0,0,0,3.03,0.0,11.32,105.34,61.07,55.49,7.39
100225,2022,1,0,Small,Construction,Northern & Western,0,0,0,0,0,1,2.92,0.0,17.38,72.0,59.14,57.0,7.08
100226,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.6,1.0,16.51,93.96,60.54,53.61,6.68
100227,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,1,1.92,0.0,16.58,61.31,58.42,52.31,7.23
100228,2022,1,1,Large,Retail,Northern & Western,1,0,0,1,1,0,2.41,0.0,11.31,96.28,65.85,54.88,7.25
100229,2022,1,0,Small,Business Services,Southern,0,0,0,0,0,0,2.64,0.0,17.68,84.14,63.16,54.9,7.1
100230,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,1,3.35,0.0,17.21,70.08,59.23,56.45,7.02
100231,2022,1,0,Small,Other Services,Southern,0,0,0,0,0,0,3.3,0.0,15.78,85.7,59.39,54.88,7.09
100232,2022,1,0,Medium,Production,Southern,0,0,0,0,0,0,2.95,1.0,15.32,76.57,58.45,56.91,7.15
100233,2022,1,0,Medium,Production,Southern,0,0,0,0,0,0,3.19,0.0,19.38,108.78,56.04,55.04,7.21
100234,2022,1,1,Large,Construction,Southern,0,1,1,0,0,1,2.91,0.0,13.49,100.85,62.14,59.08,7.41
100235,2022,1,1,Medium,Construction,Southern,1,0,1,1,0,0,2.54,0.0,11.05,90.04,64.81,55.05,7.01
100236,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,3.29,0.0,12.94,94.53,60.82,56.52,7.4
100237,2022,1,0,Medium,Retail,Southern,0,0,0,0,0,0,2.67,0.0,14.77,86.91,57.59,54.43,7.01
100238,2022,1,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,1,3.06,0.0,16.82,65.82,55.29,53.99,7.75
100239,2022,1,1,Large,Retail,Northern & Western,1,0,0,0,0,0,2.07,0.0,15.21,84.77,62.64,57.62,7.19
100240,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,3.28,0.0,14.03,95.43,60.05,55.36,6.94
100241,2022,1,0,Small,Other Services,Southern,0,0,0,0,0,0,3.03,0.0,15.29,75.1,61.66,56.26,7.02
100242,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,1,3.36,1.0,15.59,80.49,57.08,57.05,6.82
100243,2022,1,0,Medium,Construction,Southern,0,0,0,0,0,1,2.84,0.0,16.74,75.07,59.81,54.64,6.84
100244,2022,1,0,Small,Construction,Eastern & Midlands,0,0,0,0,0,1,3.35,0.0,15.91,90.35,60.16,59.1,6.85
100245,2022,1,1,Small,Hospitality,Northern & Western,0,1,0,1,1,0,2.86,0.0,17.73,105.44,63.5,59.93,7.32
100246,2022,1,0,Large,Construction,Southern,0,0,0,0,0,0,2.42,1.0,13.02,78.91,58.21,57.28,6.93
100247,2022,1,1,Small,Construction,Southern,0,1,1,0,1,1,3.22,0.0,15.09,86.25,63.33,59.15,7.58
100248,2022,1,1,Large,Business Services,Eastern & Midlands,0,1,1,0,1,0,2.58,0.0,15.28,99.32,63.57,58.83,7.23
100249,2022,1,1,Medium,Business Services,Eastern & Midlands,1,1,0,1,0,0,2.57,0.0,13.08,79.47,61.83,57.84,7.16
100250,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,3.08,0.0,14.55,80.69,58.23,55.1,6.94
100251,2022,1,0,Small,Retail,Eastern & Midlands,0,0,0,0,0,0,2.87,0.0,15.81,81.85,59.88,54.7,7.14
100252,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,3.54,0.0,17.0,84.92,62.37,55.59,7.16
100253,2022,1,0,Large,Hospitality,Southern,0,0,0,0,0,1,3.04,1.0,16.8,77.91,59.08,55.85,6.76
100254,2022,1,0,Medium,Production,Northern & Western,0,0,0,0,0,0,3.4,0.0,12.56,87.04,59.95,55.78,7.26
100255,2022,1,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.9,0.0,18.25,87.05,58.25,52.81,7.28
100256,2022,1,0,Large,Construction,Southern,0,0,0,0,0,0,3.12,0.0,13.4,74.28,57.96,55.66,7.04
100257,2022,1,1,Medium,Production,Northern & Western,1,1,1,0,1,0,2.16,0.0,12.4,95.78,62.08,58.21,7.25
100258,2022,1,0,Medium,Other Services,Northern & Western,0,0,0,0,0,0,2.93,0.0,18.76,116.83,60.97,53.46,7.29
100259,2022,1,1,Medium,Construction,Eastern & Midlands,1,0,0,0,0,0,1.89,0.0,14.38,101.89,61.21,55.07,7.61
100260,2022,1,1,Medium,Hospitality,Southern,1,0,1,1,0,0,2.36,0.0,15.62,97.66,64.22,59.97,7.15
100261,2022,1,0,Medium,Construction,Southern,0,0,0,0,0,1,3.26,0.0,15.79,74.76,60.2,52.85,7.02
100262,2022,1,0,Large,Retail,Southern,0,0,0,0,0,0,3.0,0.0,17.33,92.58,63.5,56.57,7.15
100263,2022,1,0,Large,Retail,Southern,0,0,0,0,0,0,2.94,0.0,17.5,91.34,61.09,52.18,6.73
100264,2022,1,1,Small,Hospitality,Southern,1,1,0,1,1,0,2.04,1.0,8.86,108.43,64.09,55.7,7.62
100265,2022,1,1,Large,Business Services,Northern & Western,1,1,1,0,0,1,2.11,0.0,16.47,91.69,60.68,56.47,7.38
100266,2022,1,1,Small,Retail,Northern & Western,1,1,0,1,0,1,2.26,1.0,11.24,91.29,61.54,57.15,7.22
100267,2022,1,1,Small,Hospitality,Northern & Western,1,1,1,0,1,0,3.06,0.0,13.78,93.06,63.03,57.58,7.7
100268,2022,1,1,Small,Production,Southern,0,1,1,1,1,0,2.31,0.0,16.98,106.58,64.38,56.69,7.24
100269,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,1,3.01,0.0,13.08,85.17,58.56,53.01,6.88
100270,2022,1,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,2.64,0.0,14.75,99.06,61.58,57.84,6.56
100271,2022,1,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,2.82,0.0,19.18,101.85,56.82,52.55,7.16
100272,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,3.18,0.0,16.3,87.83,57.7,57.05,6.75
100273,2022,1,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,3.09,1.0,13.74,68.41,59.41,55.44,7.27
100274,2022,1,1,Large,Production,Southern,1,1,0,0,0,1,2.66,0.0,16.17,78.95,59.95,56.08,7.32
100275,2022,1,0,Small,Business Services,Southern,0,0,0,0,0,0,3.49,1.0,14.51,100.31,60.06,51.74,7.51
100276,2022,1,0,Large,Other Services,Southern,0,0,0,0,0,1,2.87,0.0,14.76,92.59,57.74,55.51,7.01
100277,2022,1,0,Medium,Retail,Southern,0,0,0,0,0,0,2.61,1.0,13.36,86.83,56.97,55.11,7.02
100278,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,1,3.05,0.0,17.45,76.05,58.34,54.32,6.93
100279,2022,1,0,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,1,3.1,0.0,14.03,87.38,58.12,53.51,6.95
100280,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,0,3.27,0.0,16.92,82.67,57.03,52.53,6.67
100281,2022,1,0,Small,Production,Southern,0,0,0,0,0,1,3.19,1.0,13.9,81.17,56.93,56.11,7.25
100282,2022,1,1,Small,Hospitality,Eastern & Midlands,0,1,1,1,1,0,2.56,1.0,14.41,93.01,61.92,60.45,7.38
100283,2022,1,1,Large,Construction,Eastern & Midlands,1,0,0,0,1,0,3.04,0.0,15.52,98.55,65.12,58.25,7.14
100284,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.99,0.0,16.15,97.19,56.94,56.93,6.81
100285,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,2.75,1.0,14.53,77.98,59.19,50.65,7.19
100286,2022,1,1,Medium,Production,Eastern & Midlands,1,1,1,0,1,0,2.72,0.0,14.57,83.28,62.39,61.17,6.9
100287,2022,1,1,Large,Hospitality,Northern & Western,1,0,0,0,1,0,2.43,0.0,12.88,91.32,60.92,58.68,7.26
100288,2022,1,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,2.79,1.0,18.24,73.15,57.7,55.38,7.22
100289,2022,1,0,Large,Other Services,Northern & Western,0,0,0,0,0,1,2.94,1.0,15.57,78.03,59.01,58.9,7.15
100290,2022,1,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,3.12,0.0,14.6,78.58,56.76,52.19,7.37
100291,2022,1,1,Medium,Retail,Eastern & Midlands,1,0,1,1,1,0,2.48,1.0,10.25,103.06,62.96,55.69,7.0
100292,2022,1,0,Medium,Construction,Southern,0,0,0,0,0,1,3.31,0.0,15.82,72.54,57.88,56.38,7.0
100293,2022,1,1,Large,Production,Southern,1,0,1,1,1,0,2.78,0.0,11.3,110.25,62.24,58.77,7.44
100294,2022,1,1,Large,Other Services,Southern,1,1,1,1,0,1,3.18,0.0,12.53,91.5,64.9,55.92,7.36
100295,2022,1,0,Medium,Retail,Southern,0,0,0,0,0,1,3.19,0.0,16.61,73.17,56.67,54.72,7.6
100296,2022,1,0,Medium,Retail,Southern,0,0,0,0,0,0,3.5,1.0,13.63,103.25,60.4,55.58,7.53
100297,2022,1,0,Small,Construction,Southern,0,0,0,0,0,0,3.07,0.0,14.08,83.9,58.01,55.37,7.25
100298,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,2.24,0.0,13.29,67.27,59.27,55.84,7.13
100299,2022,1,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,2.55,0.0,16.96,92.76,60.99,57.78,6.84
100300,2022,1,1,Medium,Business Services,Southern,0,0,0,1,0,0,2.86,0.0,14.47,98.54,62.93,61.66,7.54
100301,2022,1,1,Medium,Production,Southern,0,1,0,0,1,0,2.35,1.0,12.77,92.22,62.79,54.96,7.2
100302,2022,1,0,Large,Retail,Southern,0,0,0,0,0,0,2.83,0.0,14.07,86.59,58.39,55.68,6.94
100303,2022,1,1,Small,Business Services,Eastern & Midlands,0,0,1,1,1,0,2.37,0.0,14.51,104.02,68.71,57.32,7.45
100304,2022,1,0,Medium,Production,Southern,0,0,0,0,0,0,2.99,0.0,14.72,86.43,62.74,52.18,7.31
100305,2022,1,0,Small,Construction,Southern,0,0,0,0,0,1,2.94,0.0,15.69,107.02,62.07,57.34,7.13
100306,2022,1,1,Small,Retail,Eastern & Midlands,1,0,0,0,1,0,2.6,1.0,12.32,102.39,64.03,55.91,7.06
100307,2022,1,1,Small,Hospitality,Eastern & Midlands,1,0,1,1,1,0,2.66,0.0,12.88,100.96,61.94,60.54,7.54
100308,2022,1,0,Small,Construction,Northern & Western,0,0,0,0,0,0,2.82,0.0,13.46,75.85,57.79,53.31,7.34
100309,2022,1,0,Small,Construction,Southern,0,0,0,0,0,0,2.59,1.0,16.58,73.98,59.68,57.03,6.95
100310,2022,1,1,Large,Production,Eastern & Midlands,0,1,1,0,0,0,2.68,1.0,11.74,106.45,63.09,55.43,7.2
100311,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,2.8,1.0,12.44,76.6,60.03,57.57,6.7
100312,2022,1,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,1,2.74,0.0,11.9,87.28,56.34,53.62,7.24
100313,2022,1,0,Large,Retail,Northern & Western,0,0,0,0,0,1,2.83,0.0,14.99,89.93,59.51,55.59,6.98
100314,2022,1,0,Medium,Production,Northern & Western,0,0,0,0,0,0,3.11,1.0,13.68,98.19,59.96,54.21,7.44
100315,2022,1,1,Small,Business Services,Southern,1,1,1,0,1,1,3.23,0.0,13.04,100.57,65.21,58.86,7.66
100316,2022,1,0,Large,Other Services,Southern,0,0,0,0,0,0,3.5,1.0,13.88,83.34,58.54,54.71,7.14
100317,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,3.11,1.0,16.19,83.09,58.65,54.65,6.79
100318,2022,1,0,Medium,Other Services,Southern,0,0,0,0,0,0,3.22,0.0,12.86,78.61,56.89,53.24,6.93
100319,2022,1,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,3.06,0.0,13.89,77.18,57.42,56.81,7.13
100320,2022,1,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,2.82,0.0,13.8,92.63,57.44,59.94,7.03
100321,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,2.64,0.0,16.96,90.92,59.4,53.75,6.95
100322,2022,1,0,Small,Construction,Northern & Western,0,0,0,0,0,0,3.47,1.0,15.63,98.26,50.07,53.98,7.01
100323,2022,1,1,Large,Production,Eastern & Midlands,0,1,0,1,1,1,2.64,0.0,12.14,87.6,63.31,60.49,7.53
100324,2022,1,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,2.82,0.0,14.15,63.99,59.92,53.68,6.44
100325,2022,1,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,2.95,0.0,16.43,88.18,54.73,55.07,7.01
100326,2022,1,1,Large,Retail,Eastern & Midlands,1,1,0,0,1,0,2.82,0.0,14.26,90.5,60.65,55.45,7.51
100327,2022,1,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,2.97,1.0,17.0,93.48,59.36,51.71,7.07
100328,2022,1,0,Large,Retail,Northern & Western,0,0,0,0,0,0,2.63,0.0,15.22,85.11,56.77,52.56,7.46
100329,2022,1,0,Medium,Other Services,Southern,0,0,0,0,0,0,2.9,1.0,14.49,80.82,61.82,52.8,7.25
100330,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,3.26,1.0,16.58,83.45,57.72,54.6,6.84
100331,2022,1,0,Large,Other Services,Southern,0,0,0,0,0,0,3.16,0.0,17.4,82.07,61.86,48.27,7.31
100332,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,1,3.0,0.0,19.25,83.14,56.43,52.01,6.98
100333,2022,1,1,Small,Business Services,Eastern & Midlands,1,1,1,0,0,1,2.12,1.0,13.17,113.3,64.29,56.66,7.4
100334,2022,1,0,Small,Other Services,Southern,0,0,0,0,0,0,2.66,0.0,13.52,79.99,59.69,55.92,6.94
100335,2022,1,1,Large,Construction,Northern & Western,0,1,0,1,0,0,2.47,0.0,12.94,88.16,64.7,55.37,7.37
100336,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,2.53,0.0,13.39,78.02,54.21,51.6,7.09
100337,2022,1,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,2.99,1.0,18.81,72.43,56.73,53.77,7.14
100338,2022,1,0,Large,Retail,Southern,0,0,0,0,0,1,2.95,0.0,15.72,77.49,63.28,57.11,6.99
100339,2022,1,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,3.27,0.0,20.34,98.19,59.64,56.63,6.97
100340,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,3.0,0.0,17.61,88.02,58.22,55.36,6.68
100341,2022,1,0,Small,Hospitality,Southern,0,0,0,0,0,0,3.3,0.0,13.36,63.63,55.21,56.33,6.82
100342,2022,1,0,Medium,Production,Southern,0,0,0,0,0,1,2.6,0.0,14.33,87.94,58.76,55.74,7.28
100343,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,3.58,1.0,16.15,98.58,59.23,56.5,6.89
100344,2022,1,1,Large,Business Services,Eastern & Midlands,0,1,1,0,1,1,2.63,0.0,13.0,77.69,63.72,58.23,7.54
100345,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,3.36,0.0,14.38,91.05,58.92,53.77,7.47
100346,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,3.04,0.0,19.77,75.61,63.81,53.32,7.13
100347,2022,1,1,Large,Construction,Eastern & Midlands,1,0,1,1,0,1,2.1,0.0,12.54,91.66,59.85,54.92,7.21
100348,2022,1,1,Large,Other Services,Eastern & Midlands,1,0,1,1,0,1,2.46,1.0,12.76,73.96,63.21,56.44,7.0
100349,2022,1,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,3.1,1.0,15.54,89.03,61.32,56.51,7.05
100350,2022,1,1,Large,Hospitality,Southern,1,1,1,0,1,0,2.82,0.0,13.95,71.95,64.42,60.66,7.42
100351,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,3.22,0.0,19.57,84.57,59.95,56.63,6.84
100352,2022,1,0,Medium,Construction,Northern & Western,0,0,0,0,0,1,2.59,1.0,15.25,65.17,61.73,56.33,7.13
100353,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,0,3.63,0.0,18.48,79.89,61.01,59.17,7.03
100354,2022,1,1,Small,Hospitality,Eastern & Midlands,0,0,1,1,1,0,2.56,0.0,11.04,89.65,67.04,61.72,6.85
100355,2022,1,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,3.38,0.0,14.31,97.82,63.42,53.03,7.14
100356,2022,1,1,Large,Construction,Northern & Western,1,1,1,1,0,1,2.3,0.0,14.5,79.58,62.73,59.43,7.44
100357,2022,1,0,Medium,Construction,Eastern & Midlands,0,0,0,0,0,0,2.83,0.0,18.73,63.27,60.45,57.62,7.28
100358,2022,1,0,Medium,Business Services,Southern,0,0,0,0,0,1,3.23,0.0,17.12,70.07,58.66,57.63,7.09
100359,2022,1,0,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,3.07,0.0,16.22,72.81,60.87,52.67,7.4
100360,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,1,3.02,1.0,15.82,90.02,59.95,57.32,7.45
100361,2022,1,1,Small,Hospitality,Northern & Western,0,0,1,0,1,1,2.85,0.0,11.16,96.67,63.25,58.17,6.91
100362,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,2.91,0.0,16.76,84.44,58.69,54.3,7.22
100363,2022,1,0,Medium,Retail,Northern & Western,0,0,0,0,0,1,2.97,0.0,16.23,81.64,61.3,49.96,7.26
100364,2022,1,1,Large,Hospitality,Southern,0,1,0,1,1,0,1.92,0.0,10.97,73.94,61.97,59.2,7.09
100365,2022,1,0,Small,Production,Eastern & Midlands,0,0,0,0,0,1,2.69,1.0,18.79,93.54,53.37,54.84,6.91
100366,2022,1,1,Small,Business Services,Eastern & Midlands,1,1,1,1,1,1,2.63,0.0,16.33,89.19,61.63,60.75,7.26
100367,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,3.22,0.0,16.85,80.15,57.33,56.63,7.23
100368,2022,1,1,Small,Business Services,Southern,1,1,1,1,0,0,2.41,0.0,9.85,94.98,64.99,55.66,7.33
100369,2022,1,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,1,2.99,0.0,12.19,81.28,59.28,55.2,7.47
100370,2022,1,1,Medium,Retail,Northern & Western,0,0,1,1,0,0,2.13,1.0,11.53,85.8,61.75,58.39,7.24
100371,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,2.8,0.0,19.89,92.21,60.92,54.87,6.97
100372,2022,1,1,Medium,Retail,Southern,1,1,0,1,1,0,2.8,0.0,12.19,78.81,62.45,56.92,7.19
100373,2022,1,1,Large,Construction,Northern & Western,1,0,1,0,1,0,3.03,0.0,14.55,63.85,61.41,57.76,7.38
100374,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,3.0,0.0,15.78,109.76,58.66,54.71,7.27
100375,2022,1,1,Medium,Business Services,Northern & Western,1,0,0,1,0,0,2.91,0.0,13.41,87.5,62.79,59.02,7.52
100376,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,1,3.12,0.0,16.43,108.24,59.81,54.32,7.07
100377,2022,1,0,Medium,Hospitality,Southern,0,0,0,0,0,0,3.01,0.0,12.1,97.54,58.3,53.91,6.91
100378,2022,1,0,Small,Hospitality,Southern,0,0,0,0,0,1,3.27,0.0,13.32,90.04,57.31,57.46,6.79
100379,2022,1,1,Large,Production,Eastern & Midlands,0,1,0,1,1,1,1.92,1.0,13.31,85.28,66.13,58.47,6.94
100380,2022,1,1,Small,Construction,Northern & Western,0,1,1,0,0,0,2.34,0.0,12.5,86.78,58.92,55.69,7.04
100381,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,3.08,0.0,18.14,89.91,61.04,51.02,7.04
100382,2022,1,1,Medium,Business Services,Northern & Western,0,1,1,0,1,0,3.03,0.0,15.02,80.75,65.79,54.62,6.73
100383,2022,1,1,Medium,Hospitality,Eastern & Midlands,0,1,1,0,0,1,2.64,0.0,15.47,104.92,64.04,62.93,7.44
100384,2022,1,0,Large,Hospitality,Southern,0,0,0,0,0,0,3.11,1.0,17.3,100.88,60.18,52.93,7.05
100385,2022,1,0,Medium,Business Services,Southern,0,0,0,0,0,1,2.71,1.0,16.66,97.74,59.7,54.45,7.13
100386,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,1,2.62,1.0,18.77,89.14,55.58,56.91,6.88
100387,2022,1,1,Small,Construction,Eastern & Midlands,1,1,0,1,0,0,2.75,0.0,13.2,109.98,62.38,60.06,7.15
100388,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,2.78,1.0,16.29,96.91,55.05,54.47,7.74
100389,2022,1,0,Small,Business Services,Southern,0,0,0,0,0,1,2.81,0.0,14.73,92.84,58.11,53.42,7.22
100390,2022,1,1,Large,Other Services,Northern & Western,1,1,1,1,1,0,2.07,1.0,15.22,95.08,63.8,55.85,7.22
100391,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,0,2.79,0.0,18.65,71.25,56.53,51.61,6.93
100392,2022,1,1,Medium,Construction,Northern & Western,0,1,1,1,1,1,2.87,0.0,12.69,78.05,61.78,59.61,7.23
100393,2022,1,0,Small,Retail,Southern,0,0,0,0,0,1,2.43,1.0,16.82,72.89,54.84,55.56,6.76
100394,2022,1,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,1,3.0,0.0,15.51,75.39,57.71,56.05,7.42
100395,2022,1,1,Small,Business Services,Northern & Western,1,0,1,0,1,0,2.54,1.0,12.3,102.01,65.15,57.52,7.12
100396,2022,1,0,Medium,Other Services,Southern,0,0,0,0,0,0,3.39,0.0,15.23,76.03,57.66,56.94,7.16
100397,2022,1,0,Large,Retail,Northern & Western,0,0,0,0,0,0,2.96,0.0,18.07,82.57,59.34,56.5,7.03
100398,2022,1,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,1,3.18,0.0,14.41,93.54,56.35,57.58,7.24
100399,2022,1,1,Small,Other Services,Northern & Western,0,0,0,0,0,0,2.6,0.0,15.15,85.72,62.53,53.94,7.33
100400,2022,1,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,3.3,0.0,15.02,87.21,59.4,53.63,6.95
100401,2022,1,1,Small,Business Services,Southern,0,1,1,1,1,0,2.22,0.0,15.34,98.71,64.89,58.95,7.21
100402,2022,1,1,Medium,Business Services,Eastern & Midlands,0,1,0,0,0,0,2.7,0.0,12.16,80.3,66.33,58.2,7.38
100403,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,3.23,0.0,19.42,95.07,59.82,58.16,7.02
100404,2022,1,1,Small,Hospitality,Southern,1,0,1,0,1,0,3.01,0.0,10.58,82.59,62.61,57.41,7.43
100405,2022,1,0,Small,Construction,Eastern & Midlands,0,0,0,0,0,1,2.75,0.0,18.88,77.5,60.78,52.47,7.41
100406,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,3.22,0.0,18.96,88.12,58.95,52.44,6.93
100407,2022,1,0,Medium,Retail,Southern,0,0,0,0,0,0,2.68,1.0,15.74,93.02,58.5,52.79,7.3
100408,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.75,1.0,15.58,96.57,59.35,54.77,7.37
100409,2022,1,1,Medium,Business Services,Eastern & Midlands,1,1,1,1,1,0,3.12,0.0,9.78,79.16,63.38,59.51,7.39
100410,2022,1,0,Medium,Other Services,Northern & Western,0,0,0,0,0,1,2.73,1.0,15.22,83.21,58.17,55.6,7.0
100411,2022,1,1,Small,Business Services,Eastern & Midlands,1,0,1,0,1,0,3.13,0.0,12.29,83.45,64.37,56.88,7.36
100412,2022,1,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,3.04,0.0,16.54,85.0,61.7,54.67,7.03
100413,2022,1,1,Large,Production,Eastern & Midlands,1,0,1,0,0,0,2.63,1.0,13.09,98.53,62.62,55.93,7.19
100414,2022,1,1,Large,Production,Southern,0,0,0,1,0,0,2.84,0.0,12.78,84.5,65.59,58.14,7.33
100415,2022,1,1,Medium,Retail,Eastern & Midlands,1,1,0,0,0,0,2.5,0.0,8.88,95.07,62.04,59.56,7.38
100416,2022,1,1,Medium,Production,Southern,1,0,1,1,1,1,2.24,1.0,13.04,84.13,61.06,56.8,7.63
100417,2022,1,1,Large,Production,Southern,1,0,1,0,1,1,2.98,0.0,11.62,97.47,64.76,57.56,7.25
100418,2022,1,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,2.76,0.0,16.44,69.68,59.72,53.49,7.02
100419,2022,1,1,Medium,Construction,Eastern & Midlands,0,0,1,0,1,0,2.16,0.0,9.44,109.61,66.36,58.91,7.51
100420,2022,1,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,3.09,0.0,15.73,79.65,59.19,57.13,7.33
100421,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,3.18,0.0,17.3,94.81,58.01,52.75,7.25
100422,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,3.03,0.0,15.85,88.93,58.9,54.82,6.93
100423,2022,1,1,Small,Other Services,Eastern & Midlands,1,1,0,1,0,0,2.29,0.0,13.08,79.48,65.04,59.69,7.61
100424,2022,1,0,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,1,3.31,1.0,17.94,82.84,59.8,52.93,7.62
100425,2022,1,1,Large,Production,Southern,0,1,1,0,1,0,2.2,1.0,13.3,88.85,65.66,58.8,7.39
