firm_id,year,post,treat,firm_size,main_sector,region,mh_plan,mh_champion,mh_budget,leadership_support,digital_tool,hybrid_policy,well_being_index,engagement_index,life_satisfaction,sick_days,turnover_rate,presenteeism_flag,productivity_per_employee,manager_experience,manager_age,manager_education
100203,2019,0,1,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.03,58.33,7.3,1.91,10.82,0.0,89.4,,,
100204,2019,0,1,Small,Production,Northern & Western,0,0,0,0,0,0,63.25,57.08,7.33,2.56,13.67,0.0,82.54,,,
100205,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,62.96,57.99,7.33,2.14,14.61,1.0,86.18,,,
100206,2019,0,0,Small,Retail,Eastern & Midlands,0,0,0,0,0,0,64.99,56.73,7.12,2.81,14.08,0.0,101.62,,,
100207,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,66.21,54.51,7.2,2.43,14.31,0.0,73.33,,,
100208,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,66.21,62.04,7.32,2.7,10.69,0.0,91.97,,,
100209,2019,0,1,Small,Hospitality,Southern,0,0,0,0,0,0,65.73,60.86,6.65,2.58,11.79,0.0,87.39,,,
100210,2019,0,0,Large,Construction,Southern,0,0,0,0,0,0,63.0,60.94,7.19,2.65,14.66,0.0,86.27,,,
100211,2019,0,0,Small,Other Services,Northern & Western,0,0,0,0,0,0,62.51,55.83,7.37,2.78,10.83,0.0,91.68,,,
100212,2019,0,0,Small,Business Services,Southern,0,0,0,0,0,0,63.96,56.25,7.2,2.4,12.68,0.0,73.36,,,
100213,2019,0,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,63.52,56.88,7.24,1.74,9.22,1.0,74.76,,,
100214,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,65.82,57.46,7.43,2.5,10.16,0.0,81.65,,,
100215,2019,0,0,Small,Construction,Southern,0,0,0,0,0,0,60.85,60.19,7.28,3.1,16.74,0.0,95.48,,,
100216,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,63.33,55.45,7.34,2.61,13.85,0.0,100.3,,,
100217,2019,0,1,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,64.44,56.8,7.23,1.94,13.38,1.0,76.99,,,
100218,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,63.49,57.21,7.13,2.34,13.29,0.0,103.27,,,
100219,2019,0,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,60.53,57.54,7.38,2.47,14.73,0.0,86.33,,,
100220,2019,0,0,Small,Business Services,Northern & Western,0,0,0,0,0,0,63.55,55.64,7.01,2.74,12.43,0.0,89.7,,,
100221,2019,0,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,65.22,61.34,7.03,2.64,13.28,0.0,77.04,,,
100222,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,63.89,55.75,7.26,2.68,12.49,0.0,101.27,,,
100223,2019,0,1,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,65.29,58.63,7.08,3.16,10.86,0.0,76.36,,,
100224,2019,0,1,Small,Hospitality,Northern & Western,0,0,0,0,0,0,65.72,60.14,7.08,2.89,14.25,0.0,84.19,,,
100225,2019,0,0,Small,Construction,Northern & Western,0,0,0,0,0,0,65.24,56.48,6.98,2.41,10.53,0.0,88.8,,,
100226,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,66.05,61.6,7.24,2.85,15.64,0.0,90.31,,,
100227,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,64.67,56.35,7.19,2.79,13.94,0.0,106.39,,,
100228,2019,0,1,Large,Retail,Northern & Western,0,0,0,0,0,0,65.46,59.62,6.99,2.66,11.6,0.0,82.41,,,
100229,2019,0,0,Small,Business Services,Southern,0,0,0,0,0,0,63.7,57.89,7.26,2.95,13.26,0.0,84.9,,,
100230,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,64.79,59.9,7.16,2.91,15.17,1.0,93.4,,,
100231,2019,0,0,Small,Other Services,Southern,0,0,0,0,0,0,67.27,57.64,7.31,2.68,11.88,0.0,86.51,,,
100232,2019,0,0,Medium,Production,Southern,0,0,0,0,0,0,64.6,59.37,6.94,2.64,12.78,1.0,76.84,,,
100233,2019,0,0,Medium,Production,Southern,0,0,0,0,0,0,60.9,60.22,7.12,2.09,16.57,0.0,90.87,,,
100234,2019,0,1,Large,Construction,Southern,0,0,0,0,0,0,71.62,60.28,7.41,2.47,12.76,0.0,81.75,,,
100235,2019,0,1,Medium,Construction,Southern,0,0,0,0,0,0,66.74,57.96,7.25,2.68,12.13,0.0,85.73,,,
100236,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,64.33,55.61,7.15,2.3,15.51,0.0,82.76,,,
100237,2019,0,0,Medium,Retail,Southern,0,0,0,0,0,0,62.65,61.16,7.17,2.26,14.73,1.0,87.24,,,
100238,2019,0,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,60.59,60.88,7.39,2.96,13.72,1.0,92.94,,,
100239,2019,0,1,Large,Retail,Northern & Western,0,0,0,0,0,0,62.52,59.15,7.11,2.38,10.06,0.0,78.94,,,
100240,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,64.53,57.89,7.33,2.49,14.61,0.0,88.39,,,
100241,2019,0,0,Small,Other Services,Southern,0,0,0,0,0,0,68.25,59.82,7.31,2.63,10.71,0.0,90.38,,,
100242,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,65.81,58.49,7.14,1.8,16.14,0.0,83.34,,,
100243,2019,0,0,Medium,Construction,Southern,0,0,0,0,0,0,63.4,58.76,7.62,2.97,10.71,0.0,79.59,,,
100244,2019,0,0,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,62.11,55.8,6.98,2.73,11.19,0.0,100.82,,,
100245,2019,0,1,Small,Hospitality,Northern & Western,0,0,0,0,0,0,64.17,57.57,7.23,2.16,14.22,0.0,93.88,,,
100246,2019,0,0,Large,Construction,Southern,0,0,0,0,0,0,62.34,55.29,7.15,2.41,11.43,1.0,93.51,,,
100247,2019,0,1,Small,Construction,Southern,0,0,0,0,0,0,63.92,57.39,7.1,2.62,12.01,0.0,83.04,,,
100248,2019,0,1,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,61.42,60.05,7.23,2.94,12.14,0.0,83.28,,,
100249,2019,0,1,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,66.48,56.98,7.25,2.44,13.56,0.0,80.83,,,
100250,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.23,58.1,7.07,3.26,14.96,1.0,96.96,,,
100251,2019,0,0,Small,Retail,Eastern & Midlands,0,0,0,0,0,0,62.51,54.44,6.72,2.17,15.28,0.0,90.75,,,
100252,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,65.74,57.7,7.21,2.38,13.72,0.0,88.96,,,
100253,2019,0,0,Large,Hospitality,Southern,0,0,0,0,0,0,65.02,57.03,7.28,2.39,12.94,0.0,93.97,,,
100254,2019,0,0,Medium,Production,Northern & Western,0,0,0,0,0,0,68.37,58.52,7.05,2.43,11.42,1.0,82.43,,,
100255,2019,0,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,61.19,58.1,6.82,2.61,13.01,0.0,83.27,,,
100256,2019,0,0,Large,Construction,Southern,0,0,0,0,0,0,61.65,58.37,7.27,2.35,10.58,0.0,96.99,,,
100257,2019,0,1,Medium,Production,Northern & Western,0,0,0,0,0,0,64.85,58.49,7.33,2.92,13.79,0.0,72.18,,,
100258,2019,0,0,Medium,Other Services,Northern & Western,0,0,0,0,0,0,66.48,56.73,7.33,2.47,11.74,0.0,77.55,,,
100259,2019,0,1,Medium,Construction,Eastern & Midlands,0,0,0,0,0,0,65.1,58.75,6.95,2.4,12.12,0.0,93.54,,,
100260,2019,0,1,Medium,Hospitality,Southern,0,0,0,0,0,0,65.78,59.97,6.98,2.88,16.01,0.0,94.22,,,
100261,2019,0,0,Medium,Construction,Southern,0,0,0,0,0,0,68.79,61.6,6.8,2.6,15.98,0.0,85.96,,,
100262,2019,0,0,Large,Retail,Southern,0,0,0,0,0,0,63.09,58.11,6.88,2.53,18.65,0.0,107.89,,,
100263,2019,0,0,Large,Retail,Southern,0,0,0,0,0,0,66.31,56.73,7.04,2.73,13.37,0.0,92.78,,,
100264,2019,0,1,Small,Hospitality,Southern,0,0,0,0,0,0,65.64,58.14,7.32,2.81,12.93,0.0,104.79,,,
100265,2019,0,1,Large,Business Services,Northern & Western,0,0,0,0,0,0,63.14,58.61,7.45,2.64,10.27,0.0,110.55,,,
100266,2019,0,1,Small,Retail,Northern & Western,0,0,0,0,0,0,63.8,58.61,7.11,2.06,15.7,0.0,91.58,,,
100267,2019,0,1,Small,Hospitality,Northern & Western,0,0,0,0,0,0,66.54,53.97,7.08,2.66,15.58,0.0,78.94,,,
100268,2019,0,1,Small,Production,Southern,0,0,0,0,0,0,63.35,55.98,7.26,2.49,11.46,0.0,98.51,,,
100269,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,66.56,50.81,7.25,2.04,15.39,0.0,101.97,,,
100270,2019,0,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,63.68,55.9,7.23,2.91,11.94,0.0,106.06,,,
100271,2019,0,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,66.27,61.43,7.31,2.93,13.86,0.0,100.56,,,
100272,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,61.74,59.74,7.14,2.38,12.23,0.0,89.28,,,
100273,2019,0,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,64.78,56.92,6.89,2.52,12.62,0.0,97.29,,,
100274,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,63.34,56.29,7.2,2.58,10.56,0.0,97.71,,,
100275,2019,0,0,Small,Business Services,Southern,0,0,0,0,0,0,63.58,54.82,7.29,2.04,15.11,0.0,105.7,,,
100276,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,64.43,57.8,7.55,2.64,13.94,0.0,106.57,,,
100277,2019,0,0,Medium,Retail,Southern,0,0,0,0,0,0,63.34,59.17,7.03,3.08,11.69,1.0,85.62,,,
100278,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,63.83,56.72,7.17,3.13,18.0,0.0,85.54,,,
100279,2019,0,0,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,64.52,56.27,7.18,2.43,14.82,0.0,90.08,,,
100280,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,65.89,60.5,7.25,2.61,12.0,1.0,85.38,,,
100281,2019,0,0,Small,Production,Southern,0,0,0,0,0,0,64.99,56.8,7.15,2.27,11.13,0.0,99.31,,,
100282,2019,0,1,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.24,61.43,7.26,2.63,13.56,0.0,85.71,,,
100283,2019,0,1,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,63.6,56.17,7.55,2.49,10.39,0.0,82.77,,,
100284,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,65.68,57.46,7.27,3.16,13.3,0.0,80.76,,,
100285,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,64.51,56.37,7.02,3.03,12.93,0.0,88.06,,,
100286,2019,0,1,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,63.1,56.88,7.23,3.08,12.49,1.0,71.37,,,
100287,2019,0,1,Large,Hospitality,Northern & Western,0,0,0,0,0,0,67.96,59.9,7.23,2.4,12.87,0.0,70.83,,,
100288,2019,0,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.75,56.2,6.99,2.86,10.76,0.0,90.05,,,
100289,2019,0,0,Large,Other Services,Northern & Western,0,0,0,0,0,0,65.91,57.16,7.06,2.78,13.88,0.0,84.59,,,
100290,2019,0,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.77,57.88,7.1,2.69,14.43,0.0,83.73,,,
100291,2019,0,1,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,63.37,58.05,7.47,2.63,14.48,1.0,87.09,,,
100292,2019,0,0,Medium,Construction,Southern,0,0,0,0,0,0,63.68,55.87,7.16,2.59,13.92,0.0,110.14,,,
100293,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,63.5,54.44,7.02,2.71,11.69,0.0,85.65,,,
100294,2019,0,1,Large,Other Services,Southern,0,0,0,0,0,0,65.72,58.44,7.01,3.03,15.8,1.0,76.69,,,
100295,2019,0,0,Medium,Retail,Southern,0,0,0,0,0,0,63.97,56.43,7.25,3.08,16.63,0.0,91.47,,,
100296,2019,0,0,Medium,Retail,Southern,0,0,0,0,0,0,61.94,59.66,7.34,2.55,11.91,0.0,97.26,,,
100297,2019,0,0,Small,Construction,Southern,0,0,0,0,0,0,62.93,56.39,7.1,2.51,17.32,0.0,61.85,,,
100298,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,62.34,59.75,7.29,2.74,9.3,0.0,86.01,,,
100299,2019,0,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,62.96,56.76,6.85,2.23,11.09,0.0,98.82,,,
100300,2019,0,1,Medium,Business Services,Southern,0,0,0,0,0,0,66.96,57.52,7.48,2.43,17.8,0.0,81.15,,,
100301,2019,0,1,Medium,Production,Southern,0,0,0,0,0,0,67.06,57.79,7.31,3.01,14.2,0.0,84.68,,,
100302,2019,0,0,Large,Retail,Southern,0,0,0,0,0,0,65.31,55.13,7.13,2.27,13.31,0.0,81.9,,,
100303,2019,0,1,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,64.28,57.51,7.24,2.33,13.93,0.0,87.21,,,
100304,2019,0,0,Medium,Production,Southern,0,0,0,0,0,0,63.66,57.63,6.99,2.35,13.45,1.0,93.69,,,
100305,2019,0,0,Small,Construction,Southern,0,0,0,0,0,0,63.41,57.31,7.44,2.08,11.86,0.0,70.2,,,
100306,2019,0,1,Small,Retail,Eastern & Midlands,0,0,0,0,0,0,61.4,58.09,7.43,2.92,14.26,0.0,83.9,,,
100307,2019,0,1,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.76,58.92,7.07,2.32,15.81,0.0,89.76,,,
100308,2019,0,0,Small,Construction,Northern & Western,0,0,0,0,0,0,62.8,56.9,7.11,2.49,14.2,0.0,107.72,,,
100309,2019,0,0,Small,Construction,Southern,0,0,0,0,0,0,63.14,55.86,7.03,2.47,14.94,0.0,110.72,,,
100310,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,64.39,58.41,7.61,2.8,12.59,0.0,91.37,,,
100311,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,64.36,57.78,7.46,2.15,14.07,1.0,83.32,,,
100312,2019,0,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,63.79,59.18,7.65,3.01,12.02,0.0,97.21,,,
100313,2019,0,0,Large,Retail,Northern & Western,0,0,0,0,0,0,61.95,56.16,6.6,2.14,10.87,1.0,81.07,,,
100314,2019,0,0,Medium,Production,Northern & Western,0,0,0,0,0,0,66.04,57.3,7.23,2.72,11.68,0.0,88.98,,,
100315,2019,0,1,Small,Business Services,Southern,0,0,0,0,0,0,65.65,59.46,7.3,2.55,14.81,1.0,88.28,,,
100316,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,61.4,57.56,6.89,2.38,16.12,0.0,73.35,,,
100317,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,62.33,58.33,6.84,2.71,12.5,0.0,96.36,,,
100318,2019,0,0,Medium,Other Services,Southern,0,0,0,0,0,0,66.82,58.94,7.27,2.4,9.22,0.0,98.03,,,
100319,2019,0,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,66.54,58.36,7.34,2.32,11.48,0.0,88.57,,,
100320,2019,0,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,63.04,55.31,7.19,2.5,11.55,0.0,81.43,,,
100321,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,60.29,54.44,7.19,2.74,12.82,0.0,110.29,,,
100322,2019,0,0,Small,Construction,Northern & Western,0,0,0,0,0,0,64.31,57.52,7.74,2.79,13.0,0.0,111.03,,,
100323,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,64.81,58.57,7.43,2.52,12.24,0.0,94.1,,,
100324,2019,0,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,62.12,55.71,7.36,2.34,13.08,1.0,79.6,,,
100325,2019,0,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,62.89,56.63,7.19,2.76,16.75,0.0,90.93,,,
100326,2019,0,1,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,63.05,63.26,7.01,2.28,13.65,0.0,98.99,,,
100327,2019,0,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,60.21,54.77,7.39,2.56,14.51,0.0,83.72,,,
100328,2019,0,0,Large,Retail,Northern & Western,0,0,0,0,0,0,64.94,57.03,7.48,2.85,7.82,0.0,97.63,,,
100329,2019,0,0,Medium,Other Services,Southern,0,0,0,0,0,0,66.17,58.03,7.17,2.59,11.59,0.0,85.84,,,
100330,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,59.5,55.9,7.23,2.53,11.11,0.0,104.82,,,
100331,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,66.26,61.48,7.26,2.6,13.34,0.0,76.11,,,
100332,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,63.96,56.04,7.19,2.55,15.14,0.0,96.35,,,
100333,2019,0,1,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,64.16,55.85,7.59,1.9,11.47,0.0,84.38,,,
100334,2019,0,0,Small,Other Services,Southern,0,0,0,0,0,0,63.02,56.02,7.26,2.28,11.58,0.0,111.04,,,
100335,2019,0,1,Large,Construction,Northern & Western,0,0,0,0,0,0,61.99,59.02,7.28,2.43,12.32,0.0,95.96,,,
100336,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.11,58.17,7.03,2.46,10.31,0.0,79.92,,,
100337,2019,0,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,63.58,57.55,6.91,2.72,17.5,0.0,72.72,,,
100338,2019,0,0,Large,Retail,Southern,0,0,0,0,0,0,65.52,57.22,7.01,2.63,11.09,1.0,80.11,,,
100339,2019,0,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,65.78,56.25,7.18,2.37,11.91,0.0,97.69,,,
100340,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,65.85,58.13,7.38,2.83,15.49,0.0,95.79,,,
100341,2019,0,0,Small,Hospitality,Southern,0,0,0,0,0,0,60.41,56.44,7.41,2.58,14.38,1.0,104.35,,,
100342,2019,0,0,Medium,Production,Southern,0,0,0,0,0,0,61.41,57.78,7.23,3.01,12.27,1.0,92.87,,,
100343,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,62.66,60.53,7.1,2.5,15.19,1.0,95.71,,,
100344,2019,0,1,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,64.85,62.31,6.97,2.45,11.98,1.0,91.83,,,
100345,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,63.08,56.23,7.22,2.84,10.4,1.0,73.06,,,
100346,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,63.11,56.78,6.89,3.0,13.42,0.0,105.54,,,
100347,2019,0,1,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,64.44,59.47,7.4,2.19,8.97,0.0,88.03,,,
100348,2019,0,1,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,62.49,54.94,7.63,2.89,14.4,0.0,96.5,,,
100349,2019,0,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,62.62,56.62,7.37,2.67,15.41,1.0,101.9,,,
100350,2019,0,1,Large,Hospitality,Southern,0,0,0,0,0,0,64.61,57.03,7.14,2.58,11.88,1.0,103.27,,,
100351,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,62.4,57.05,6.72,3.01,13.63,0.0,95.73,,,
100352,2019,0,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,64.16,55.95,7.43,3.33,17.9,1.0,81.44,,,
100353,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,62.51,60.02,7.27,3.09,12.11,0.0,103.93,,,
100354,2019,0,1,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.52,56.71,7.17,2.48,13.55,0.0,111.83,,,
100355,2019,0,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,67.15,61.81,6.89,2.55,13.28,1.0,78.46,,,
100356,2019,0,1,Large,Construction,Northern & Western,0,0,0,0,0,0,64.8,55.99,7.45,2.54,15.38,0.0,82.97,,,
100357,2019,0,0,Medium,Construction,Eastern & Midlands,0,0,0,0,0,0,66.05,57.84,7.26,2.72,15.05,0.0,101.78,,,
100358,2019,0,0,Medium,Business Services,Southern,0,0,0,0,0,0,61.59,58.11,7.31,2.37,13.38,0.0,77.77,,,
100359,2019,0,0,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.92,61.19,7.4,2.47,13.21,0.0,80.42,,,
100360,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,62.09,54.66,7.74,2.59,11.78,0.0,89.58,,,
100361,2019,0,1,Small,Hospitality,Northern & Western,0,0,0,0,0,0,65.44,59.41,7.24,3.36,17.05,0.0,96.73,,,
100362,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,67.29,58.39,7.45,2.59,14.7,0.0,80.29,,,
100363,2019,0,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,64.59,57.1,7.61,2.36,10.38,0.0,90.4,,,
100364,2019,0,1,Large,Hospitality,Southern,0,0,0,0,0,0,62.51,61.92,7.21,2.25,13.12,0.0,97.47,,,
100365,2019,0,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,64.01,57.19,7.13,2.42,11.84,0.0,87.57,,,
100366,2019,0,1,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,65.21,57.22,7.22,2.48,13.22,0.0,92.85,,,
100367,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,65.57,57.96,7.09,2.65,8.21,0.0,91.4,,,
100368,2019,0,1,Small,Business Services,Southern,0,0,0,0,0,0,57.81,60.28,7.24,2.86,11.97,1.0,73.94,,,
100369,2019,0,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,66.74,57.02,7.15,2.57,13.81,0.0,78.1,,,
100370,2019,0,1,Medium,Retail,Northern & Western,0,0,0,0,0,0,63.52,57.55,7.56,2.4,14.9,0.0,88.54,,,
100371,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,63.86,57.26,7.34,2.06,16.81,0.0,88.58,,,
100372,2019,0,1,Medium,Retail,Southern,0,0,0,0,0,0,63.01,57.26,7.24,2.56,12.23,0.0,93.22,,,
100373,2019,0,1,Large,Construction,Northern & Western,0,0,0,0,0,0,61.8,57.12,7.51,2.52,11.38,0.0,72.69,,,
100374,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,67.07,58.46,6.81,2.52,11.74,0.0,75.03,,,
100375,2019,0,1,Medium,Business Services,Northern & Western,0,0,0,0,0,0,64.83,57.27,7.25,2.35,13.17,0.0,89.96,,,
100376,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,64.18,59.31,7.38,3.64,10.28,0.0,104.94,,,
100377,2019,0,0,Medium,Hospitality,Southern,0,0,0,0,0,0,66.06,55.22,7.39,2.75,11.2,0.0,101.53,,,
100378,2019,0,0,Small,Hospitality,Southern,0,0,0,0,0,0,63.38,57.69,6.99,2.29,10.38,0.0,75.81,,,
100379,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,63.62,57.68,7.38,2.72,13.53,0.0,85.31,,,
100380,2019,0,1,Small,Construction,Northern & Western,0,0,0,0,0,0,62.75,56.08,7.23,2.44,8.97,0.0,75.59,,,
100381,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,65.1,58.03,7.27,2.97,13.4,0.0,100.96,,,
100382,2019,0,1,Medium,Business Services,Northern & Western,0,0,0,0,0,0,62.87,55.83,6.9,2.32,14.08,1.0,99.21,,,
100383,2019,0,1,Medium,Hospitality,Eastern & Midlands,0,0,0,0,0,0,61.09,56.07,7.21,2.23,12.5,0.0,73.65,,,
100384,2019,0,0,Large,Hospitality,Southern,0,0,0,0,0,0,65.41,57.98,6.93,2.42,13.43,0.0,81.3,,,
100385,2019,0,0,Medium,Business Services,Southern,0,0,0,0,0,0,67.76,57.44,7.38,2.43,11.45,0.0,76.45,,,
100386,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,61.49,57.99,7.37,2.09,14.22,0.0,110.1,,,
100387,2019,0,1,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,63.84,61.14,7.26,3.3,12.61,0.0,99.6,,,
100388,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,65.53,61.12,7.14,2.91,11.73,1.0,88.01,,,
100389,2019,0,0,Small,Business Services,Southern,0,0,0,0,0,0,62.21,60.88,7.42,3.03,15.64,1.0,75.72,,,
100390,2019,0,1,Large,Other Services,Northern & Western,0,0,0,0,0,0,65.96,61.0,6.84,2.45,12.32,0.0,89.82,,,
100391,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,63.52,56.53,7.24,2.82,10.47,0.0,100.36,,,
100392,2019,0,1,Medium,Construction,Northern & Western,0,0,0,0,0,0,62.59,60.04,7.14,2.42,16.28,1.0,81.58,,,
100393,2019,0,0,Small,Retail,Southern,0,0,0,0,0,0,62.12,56.8,7.23,2.53,14.02,0.0,87.37,,,
100394,2019,0,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,65.39,59.93,7.11,2.75,15.95,1.0,80.42,,,
100395,2019,0,1,Small,Business Services,Northern & Western,0,0,0,0,0,0,61.91,58.9,7.25,2.62,12.28,0.0,99.21,,,
100396,2019,0,0,Medium,Other Services,Southern,0,0,0,0,0,0,62.05,59.29,6.89,2.34,9.87,0.0,80.95,,,
100397,2019,0,0,Large,Retail,Northern & Western,0,0,0,0,0,0,64.82,54.99,7.19,3.05,11.16,0.0,85.59,,,
100398,2019,0,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,62.54,59.67,7.37,1.95,13.52,1.0,79.93,,,
100399,2019,0,1,Small,Other Services,Northern & Western,0,0,0,0,0,0,64.58,59.9,7.31,2.06,13.8,0.0,86.36,,,
100400,2019,0,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,64.65,55.72,7.06,2.44,15.43,0.0,92.15,,,
100401,2019,0,1,Small,Business Services,Southern,0,0,0,0,0,0,62.69,60.28,7.63,2.37,13.67,0.0,113.29,,,
100402,2019,0,1,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.18,58.73,7.24,2.71,15.31,0.0,76.57,,,
100403,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,64.69,58.11,6.87,2.35,12.88,0.0,89.4,,,
100404,2019,0,1,Small,Hospitality,Southern,0,0,0,0,0,0,63.38,58.12,6.79,2.61,11.35,0.0,88.81,,,
100405,2019,0,0,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,62.23,59.22,6.94,2.51,16.03,0.0,95.98,,,
100406,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,65.66,57.27,7.22,2.78,12.33,0.0,70.97,,,
